Previous Wall_Arr[0][0] Position ; X = 0 ; Y = 0 ;       NEW ;  Wall_Arr[0][0] Position ; X = -45 ; Y = -1215
Previous Wall_Arr[30][10] Position ; X = 480 ; Y = 160 ;       NEW ;  Wall_Arr[30][10] Position ; X = 2655 ; Y = -315
Previous Wall_Arr[30][11] Position ; X = 480 ; Y = 176 ;       NEW ;  Wall_Arr[30][11] Position ; X = 2655 ; Y = -225
Previous Wall_Arr[30][12] Position ; X = 480 ; Y = 192 ;       NEW ;  Wall_Arr[30][12] Position ; X = 2655 ; Y = -135
Previous Wall_Arr[30][13] Position ; X = 480 ; Y = 208 ;       NEW ;  Wall_Arr[30][13] Position ; X = 2655 ; Y = -45
Previous Wall_Arr[30][14] Position ; X = 480 ; Y = 224 ;       NEW ;  Wall_Arr[30][14] Position ; X = 2655 ; Y = 45
Previous Wall_Arr[30][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[30][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[30][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[30][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[30][17] Position ; X = 480 ; Y = 272 ;       NEW ;  Wall_Arr[30][17] Position ; X = 2655 ; Y = 315
Previous Wall_Arr[30][18] Position ; X = 480 ; Y = 288 ;       NEW ;  Wall_Arr[30][18] Position ; X = 2655 ; Y = 405
Previous Wall_Arr[30][19] Position ; X = 480 ; Y = 304 ;       NEW ;  Wall_Arr[30][19] Position ; X = 2655 ; Y = 495
Previous Wall_Arr[30][20] Position ; X = 480 ; Y = 320 ;       NEW ;  Wall_Arr[30][20] Position ; X = 2655 ; Y = 585
Previous Wall_Arr[30][21] Position ; X = 480 ; Y = 336 ;       NEW ;  Wall_Arr[30][21] Position ; X = 2655 ; Y = 675
Previous Wall_Arr[31][0] Position ; X = 496 ; Y = 0 ;       NEW ;  Wall_Arr[31][0] Position ; X = 2745 ; Y = -1215
Previous Wall_Arr[31][1] Position ; X = 496 ; Y = 16 ;       NEW ;  Wall_Arr[31][1] Position ; X = 2745 ; Y = -1125
Previous Wall_Arr[31][2] Position ; X = 496 ; Y = 32 ;       NEW ;  Wall_Arr[31][2] Position ; X = 2745 ; Y = -1035
Previous Wall_Arr[31][3] Position ; X = 496 ; Y = 48 ;       NEW ;  Wall_Arr[31][3] Position ; X = 2745 ; Y = -945
Previous Wall_Arr[31][4] Position ; X = 496 ; Y = 64 ;       NEW ;  Wall_Arr[31][4] Position ; X = 2745 ; Y = -855
Previous Wall_Arr[31][5] Position ; X = 496 ; Y = 80 ;       NEW ;  Wall_Arr[31][5] Position ; X = 2745 ; Y = -765
Previous Wall_Arr[31][6] Position ; X = 496 ; Y = 96 ;       NEW ;  Wall_Arr[31][6] Position ; X = 2745 ; Y = -675
Previous Wall_Arr[31][7] Position ; X = 496 ; Y = 112 ;       NEW ;  Wall_Arr[31][7] Position ; X = 2745 ; Y = -585
Previous Wall_Arr[31][8] Position ; X = 496 ; Y = 128 ;       NEW ;  Wall_Arr[31][8] Position ; X = 2745 ; Y = -495
Previous Wall_Arr[31][9] Position ; X = 496 ; Y = 144 ;       NEW ;  Wall_Arr[31][9] Position ; X = 2745 ; Y = -405
Previous Wall_Arr[31][10] Position ; X = 496 ; Y = 160 ;       NEW ;  Wall_Arr[31][10] Position ; X = 2745 ; Y = -315
Previous Wall_Arr[31][11] Position ; X = 496 ; Y = 176 ;       NEW ;  Wall_Arr[31][11] Position ; X = 2745 ; Y = -225
Previous Wall_Arr[31][12] Position ; X = 496 ; Y = 192 ;       NEW ;  Wall_Arr[31][12] Position ; X = 2745 ; Y = -135
Previous Wall_Arr[31][13] Position ; X = 496 ; Y = 208 ;       NEW ;  Wall_Arr[31][13] Position ; X = 2745 ; Y = -45
Previous Wall_Arr[31][14] Position ; X = 496 ; Y = 224 ;       NEW ;  Wall_Arr[31][14] Position ; X = 2745 ; Y = 45
Previous Wall_Arr[31][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[31][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[31][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[31][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[31][17] Position ; X = 496 ; Y = 272 ;       NEW ;  Wall_Arr[31][17] Position ; X = 2745 ; Y = 315
Previous Wall_Arr[31][18] Position ; X = 496 ; Y = 288 ;       NEW ;  Wall_Arr[31][18] Position ; X = 2745 ; Y = 405
Previous Wall_Arr[31][19] Position ; X = 496 ; Y = 304 ;       NEW ;  Wall_Arr[31][19] Position ; X = 2745 ; Y = 495
Previous Wall_Arr[31][20] Position ; X = 496 ; Y = 320 ;       NEW ;  Wall_Arr[31][20] Position ; X = 2745 ; Y = 585
Previous Wall_Arr[31][21] Position ; X = 496 ; Y = 336 ;       NEW ;  Wall_Arr[31][21] Position ; X = 2745 ; Y = 675
Previous Wall_Arr[32][0] Position ; X = 512 ; Y = 0 ;       NEW ;  Wall_Arr[32][0] Position ; X = 2835 ; Y = -1215
Previous Wall_Arr[32][1] Position ; X = 512 ; Y = 16 ;       NEW ;  Wall_Arr[32][1] Position ; X = 2835 ; Y = -1125
Previous Wall_Arr[32][2] Position ; X = 512 ; Y = 32 ;       NEW ;  Wall_Arr[32][2] Position ; X = 2835 ; Y = -1035
Previous Wall_Arr[32][3] Position ; X = 512 ; Y = 48 ;       NEW ;  Wall_Arr[32][3] Position ; X = 2835 ; Y = -945
Previous Wall_Arr[32][4] Position ; X = 512 ; Y = 64 ;       NEW ;  Wall_Arr[32][4] Position ; X = 2835 ; Y = -855
Previous Wall_Arr[32][5] Position ; X = 512 ; Y = 80 ;       NEW ;  Wall_Arr[32][5] Position ; X = 2835 ; Y = -765
Previous Wall_Arr[32][6] Position ; X = 512 ; Y = 96 ;       NEW ;  Wall_Arr[32][6] Position ; X = 2835 ; Y = -675
Previous Wall_Arr[32][7] Position ; X = 512 ; Y = 112 ;       NEW ;  Wall_Arr[32][7] Position ; X = 2835 ; Y = -585
Previous Wall_Arr[32][8] Position ; X = 512 ; Y = 128 ;       NEW ;  Wall_Arr[32][8] Position ; X = 2835 ; Y = -495
Previous Wall_Arr[32][9] Position ; X = 512 ; Y = 144 ;       NEW ;  Wall_Arr[32][9] Position ; X = 2835 ; Y = -405
Previous Wall_Arr[32][10] Position ; X = 512 ; Y = 160 ;       NEW ;  Wall_Arr[32][10] Position ; X = 2835 ; Y = -315
Previous Wall_Arr[32][11] Position ; X = 512 ; Y = 176 ;       NEW ;  Wall_Arr[32][11] Position ; X = 2835 ; Y = -225
Previous Wall_Arr[32][12] Position ; X = 512 ; Y = 192 ;       NEW ;  Wall_Arr[32][12] Position ; X = 2835 ; Y = -135
Previous Wall_Arr[32][13] Position ; X = 512 ; Y = 208 ;       NEW ;  Wall_Arr[32][13] Position ; X = 2835 ; Y = -45
Previous Wall_Arr[32][14] Position ; X = 512 ; Y = 224 ;       NEW ;  Wall_Arr[32][14] Position ; X = 2835 ; Y = 45
Previous Wall_Arr[32][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[32][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[32][21] Position ; X = 512 ; Y = 336 ;       NEW ;  Wall_Arr[32][21] Position ; X = 2835 ; Y = 675
Previous Wall_Arr[33][0] Position ; X = 528 ; Y = 0 ;       NEW ;  Wall_Arr[33][0] Position ; X = 2925 ; Y = -1215
Previous Wall_Arr[33][1] Position ; X = 528 ; Y = 16 ;       NEW ;  Wall_Arr[33][1] Position ; X = 2925 ; Y = -1125
Previous Wall_Arr[33][2] Position ; X = 528 ; Y = 32 ;       NEW ;  Wall_Arr[33][2] Position ; X = 2925 ; Y = -1035
Previous Wall_Arr[33][3] Position ; X = 528 ; Y = 48 ;       NEW ;  Wall_Arr[33][3] Position ; X = 2925 ; Y = -945
Previous Wall_Arr[33][4] Position ; X = 528 ; Y = 64 ;       NEW ;  Wall_Arr[33][4] Position ; X = 2925 ; Y = -855
Previous Wall_Arr[33][5] Position ; X = 528 ; Y = 80 ;       NEW ;  Wall_Arr[33][5] Position ; X = 2925 ; Y = -765
Previous Wall_Arr[33][6] Position ; X = 528 ; Y = 96 ;       NEW ;  Wall_Arr[33][6] Position ; X = 2925 ; Y = -675
Previous Wall_Arr[33][7] Position ; X = 528 ; Y = 112 ;       NEW ;  Wall_Arr[33][7] Position ; X = 2925 ; Y = -585
Previous Wall_Arr[33][8] Position ; X = 528 ; Y = 128 ;       NEW ;  Wall_Arr[33][8] Position ; X = 2925 ; Y = -495
Previous Wall_Arr[33][9] Position ; X = 528 ; Y = 144 ;       NEW ;  Wall_Arr[33][9] Position ; X = 2925 ; Y = -405
Previous Wall_Arr[33][10] Position ; X = 528 ; Y = 160 ;       NEW ;  Wall_Arr[33][10] Position ; X = 2925 ; Y = -315
Previous Wall_Arr[33][11] Position ; X = 528 ; Y = 176 ;       NEW ;  Wall_Arr[33][11] Position ; X = 2925 ; Y = -225
Previous Wall_Arr[33][12] Position ; X = 528 ; Y = 192 ;       NEW ;  Wall_Arr[33][12] Position ; X = 2925 ; Y = -135
Previous Wall_Arr[33][13] Position ; X = 528 ; Y = 208 ;       NEW ;  Wall_Arr[33][13] Position ; X = 2925 ; Y = -45
Previous Wall_Arr[33][14] Position ; X = 528 ; Y = 224 ;       NEW ;  Wall_Arr[33][14] Position ; X = 2925 ; Y = 45
Previous Wall_Arr[33][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[33][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[33][21] Position ; X = 528 ; Y = 336 ;       NEW ;  Wall_Arr[33][21] Position ; X = 2925 ; Y = 675
Previous Wall_Arr[34][0] Position ; X = 544 ; Y = 0 ;       NEW ;  Wall_Arr[34][0] Position ; X = 3015 ; Y = -1215
Previous Wall_Arr[34][1] Position ; X = 544 ; Y = 16 ;       NEW ;  Wall_Arr[34][1] Position ; X = 3015 ; Y = -1125
Previous Wall_Arr[34][2] Position ; X = 544 ; Y = 32 ;       NEW ;  Wall_Arr[34][2] Position ; X = 3015 ; Y = -1035
Previous Wall_Arr[34][3] Position ; X = 544 ; Y = 48 ;       NEW ;  Wall_Arr[34][3] Position ; X = 3015 ; Y = -945
Previous Wall_Arr[34][4] Position ; X = 544 ; Y = 64 ;       NEW ;  Wall_Arr[34][4] Position ; X = 3015 ; Y = -855
Previous Wall_Arr[34][5] Position ; X = 544 ; Y = 80 ;       NEW ;  Wall_Arr[34][5] Position ; X = 3015 ; Y = -765
Previous Wall_Arr[34][6] Position ; X = 544 ; Y = 96 ;       NEW ;  Wall_Arr[34][6] Position ; X = 3015 ; Y = -675
Previous Wall_Arr[34][7] Position ; X = 544 ; Y = 112 ;       NEW ;  Wall_Arr[34][7] Position ; X = 3015 ; Y = -585
Previous Wall_Arr[34][8] Position ; X = 544 ; Y = 128 ;       NEW ;  Wall_Arr[34][8] Position ; X = 3015 ; Y = -495
Previous Wall_Arr[34][9] Position ; X = 544 ; Y = 144 ;       NEW ;  Wall_Arr[34][9] Position ; X = 3015 ; Y = -405
Previous Wall_Arr[34][10] Position ; X = 544 ; Y = 160 ;       NEW ;  Wall_Arr[34][10] Position ; X = 3015 ; Y = -315
Previous Wall_Arr[34][11] Position ; X = 544 ; Y = 176 ;       NEW ;  Wall_Arr[34][11] Position ; X = 3015 ; Y = -225
Previous Wall_Arr[34][12] Position ; X = 544 ; Y = 192 ;       NEW ;  Wall_Arr[34][12] Position ; X = 3015 ; Y = -135
Previous Wall_Arr[34][13] Position ; X = 544 ; Y = 208 ;       NEW ;  Wall_Arr[34][13] Position ; X = 3015 ; Y = -45
Previous Wall_Arr[34][14] Position ; X = 544 ; Y = 224 ;       NEW ;  Wall_Arr[34][14] Position ; X = 3015 ; Y = 45
Previous Wall_Arr[34][15] Position ; X = 544 ; Y = 240 ;       NEW ;  Wall_Arr[34][15] Position ; X = 3015 ; Y = 135
Previous Wall_Arr[34][16] Position ; X = 544 ; Y = 256 ;       NEW ;  Wall_Arr[34][16] Position ; X = 3015 ; Y = 225
Previous Wall_Arr[34][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[34][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[34][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[34][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[34][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[34][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[34][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[34][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[34][21] Position ; X = 544 ; Y = 336 ;       NEW ;  Wall_Arr[34][21] Position ; X = 3015 ; Y = 675
Previous Wall_Arr[35][0] Position ; X = 560 ; Y = 0 ;       NEW ;  Wall_Arr[35][0] Position ; X = 3105 ; Y = -1215
Previous Wall_Arr[35][1] Position ; X = 560 ; Y = 16 ;       NEW ;  Wall_Arr[35][1] Position ; X = 3105 ; Y = -1125
Previous Wall_Arr[35][2] Position ; X = 560 ; Y = 32 ;       NEW ;  Wall_Arr[35][2] Position ; X = 3105 ; Y = -1035
Previous Wall_Arr[35][3] Position ; X = 560 ; Y = 48 ;       NEW ;  Wall_Arr[35][3] Position ; X = 3105 ; Y = -945
Previous Wall_Arr[35][4] Position ; X = 560 ; Y = 64 ;       NEW ;  Wall_Arr[35][4] Position ; X = 3105 ; Y = -855
Previous Wall_Arr[35][5] Position ; X = 560 ; Y = 80 ;       NEW ;  Wall_Arr[35][5] Position ; X = 3105 ; Y = -765
Previous Wall_Arr[35][6] Position ; X = 560 ; Y = 96 ;       NEW ;  Wall_Arr[35][6] Position ; X = 3105 ; Y = -675
Previous Wall_Arr[35][7] Position ; X = 560 ; Y = 112 ;       NEW ;  Wall_Arr[35][7] Position ; X = 3105 ; Y = -585
Previous Wall_Arr[35][8] Position ; X = 560 ; Y = 128 ;       NEW ;  Wall_Arr[35][8] Position ; X = 3105 ; Y = -495
Previous Wall_Arr[35][9] Position ; X = 560 ; Y = 144 ;       NEW ;  Wall_Arr[35][9] Position ; X = 3105 ; Y = -405
Previous Wall_Arr[35][10] Position ; X = 560 ; Y = 160 ;       NEW ;  Wall_Arr[35][10] Position ; X = 3105 ; Y = -315
Previous Wall_Arr[35][11] Position ; X = 560 ; Y = 176 ;       NEW ;  Wall_Arr[35][11] Position ; X = 3105 ; Y = -225
Previous Wall_Arr[35][12] Position ; X = 560 ; Y = 192 ;       NEW ;  Wall_Arr[35][12] Position ; X = 3105 ; Y = -135
Previous Wall_Arr[35][13] Position ; X = 560 ; Y = 208 ;       NEW ;  Wall_Arr[35][13] Position ; X = 3105 ; Y = -45
Previous Wall_Arr[35][14] Position ; X = 560 ; Y = 224 ;       NEW ;  Wall_Arr[35][14] Position ; X = 3105 ; Y = 45
Previous Wall_Arr[35][15] Position ; X = 560 ; Y = 240 ;       NEW ;  Wall_Arr[35][15] Position ; X = 3105 ; Y = 135
Previous Wall_Arr[35][16] Position ; X = 560 ; Y = 256 ;       NEW ;  Wall_Arr[35][16] Position ; X = 3105 ; Y = 225
Previous Wall_Arr[35][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[35][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[35][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[35][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[35][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[35][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[35][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[35][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[35][21] Position ; X = 560 ; Y = 336 ;       NEW ;  Wall_Arr[35][21] Position ; X = 3105 ; Y = 675
Previous Wall_Arr[36][0] Position ; X = 576 ; Y = 0 ;       NEW ;  Wall_Arr[36][0] Position ; X = 3195 ; Y = -1215
Previous Wall_Arr[36][1] Position ; X = 576 ; Y = 16 ;       NEW ;  Wall_Arr[36][1] Position ; X = 3195 ; Y = -1125
Previous Wall_Arr[36][2] Position ; X = 576 ; Y = 32 ;       NEW ;  Wall_Arr[36][2] Position ; X = 3195 ; Y = -1035
Previous Wall_Arr[36][3] Position ; X = 576 ; Y = 48 ;       NEW ;  Wall_Arr[36][3] Position ; X = 3195 ; Y = -945
Previous Wall_Arr[36][4] Position ; X = 576 ; Y = 64 ;       NEW ;  Wall_Arr[36][4] Position ; X = 3195 ; Y = -855
Previous Wall_Arr[36][5] Position ; X = 576 ; Y = 80 ;       NEW ;  Wall_Arr[36][5] Position ; X = 3195 ; Y = -765
Previous Wall_Arr[36][6] Position ; X = 576 ; Y = 96 ;       NEW ;  Wall_Arr[36][6] Position ; X = 3195 ; Y = -675
Previous Wall_Arr[36][7] Position ; X = 576 ; Y = 112 ;       NEW ;  Wall_Arr[36][7] Position ; X = 3195 ; Y = -585
Previous Wall_Arr[36][8] Position ; X = 576 ; Y = 128 ;       NEW ;  Wall_Arr[36][8] Position ; X = 3195 ; Y = -495
Previous Wall_Arr[36][9] Position ; X = 576 ; Y = 144 ;       NEW ;  Wall_Arr[36][9] Position ; X = 3195 ; Y = -405
Previous Wall_Arr[36][10] Position ; X = 576 ; Y = 160 ;       NEW ;  Wall_Arr[36][10] Position ; X = 3195 ; Y = -315
Previous Wall_Arr[36][11] Position ; X = 576 ; Y = 176 ;       NEW ;  Wall_Arr[36][11] Position ; X = 3195 ; Y = -225
Previous Wall_Arr[36][12] Position ; X = 576 ; Y = 192 ;       NEW ;  Wall_Arr[36][12] Position ; X = 3195 ; Y = -135
Previous Wall_Arr[36][13] Position ; X = 576 ; Y = 208 ;       NEW ;  Wall_Arr[36][13] Position ; X = 3195 ; Y = -45
Previous Wall_Arr[36][14] Position ; X = 576 ; Y = 224 ;       NEW ;  Wall_Arr[36][14] Position ; X = 3195 ; Y = 45
Previous Wall_Arr[36][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[36][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[36][21] Position ; X = 576 ; Y = 336 ;       NEW ;  Wall_Arr[36][21] Position ; X = 3195 ; Y = 675
Previous Wall_Arr[37][0] Position ; X = 592 ; Y = 0 ;       NEW ;  Wall_Arr[37][0] Position ; X = 3285 ; Y = -1215
Previous Wall_Arr[37][1] Position ; X = 592 ; Y = 16 ;       NEW ;  Wall_Arr[37][1] Position ; X = 3285 ; Y = -1125
Previous Wall_Arr[37][2] Position ; X = 592 ; Y = 32 ;       NEW ;  Wall_Arr[37][2] Position ; X = 3285 ; Y = -1035
Previous Wall_Arr[37][3] Position ; X = 592 ; Y = 48 ;       NEW ;  Wall_Arr[37][3] Position ; X = 3285 ; Y = -945
Previous Wall_Arr[37][4] Position ; X = 592 ; Y = 64 ;       NEW ;  Wall_Arr[37][4] Position ; X = 3285 ; Y = -855
Previous Wall_Arr[37][5] Position ; X = 592 ; Y = 80 ;       NEW ;  Wall_Arr[37][5] Position ; X = 3285 ; Y = -765
Previous Wall_Arr[37][6] Position ; X = 592 ; Y = 96 ;       NEW ;  Wall_Arr[37][6] Position ; X = 3285 ; Y = -675
Previous Wall_Arr[37][7] Position ; X = 592 ; Y = 112 ;       NEW ;  Wall_Arr[37][7] Position ; X = 3285 ; Y = -585
Previous Wall_Arr[37][8] Position ; X = 592 ; Y = 128 ;       NEW ;  Wall_Arr[37][8] Position ; X = 3285 ; Y = -495
Previous Wall_Arr[37][9] Position ; X = 592 ; Y = 144 ;       NEW ;  Wall_Arr[37][9] Position ; X = 3285 ; Y = -405
Previous Wall_Arr[37][10] Position ; X = 592 ; Y = 160 ;       NEW ;  Wall_Arr[37][10] Position ; X = 3285 ; Y = -315
Previous Wall_Arr[37][11] Position ; X = 592 ; Y = 176 ;       NEW ;  Wall_Arr[37][11] Position ; X = 3285 ; Y = -225
Previous Wall_Arr[37][12] Position ; X = 592 ; Y = 192 ;       NEW ;  Wall_Arr[37][12] Position ; X = 3285 ; Y = -135
Previous Wall_Arr[37][13] Position ; X = 592 ; Y = 208 ;       NEW ;  Wall_Arr[37][13] Position ; X = 3285 ; Y = -45
Previous Wall_Arr[37][14] Position ; X = 592 ; Y = 224 ;       NEW ;  Wall_Arr[37][14] Position ; X = 3285 ; Y = 45
Previous Wall_Arr[37][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[37][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[37][21] Position ; X = 592 ; Y = 336 ;       NEW ;  Wall_Arr[37][21] Position ; X = 3285 ; Y = 675
Previous Wall_Arr[38][0] Position ; X = 608 ; Y = 0 ;       NEW ;  Wall_Arr[38][0] Position ; X = 3375 ; Y = -1215
Previous Wall_Arr[38][1] Position ; X = 608 ; Y = 16 ;       NEW ;  Wall_Arr[38][1] Position ; X = 3375 ; Y = -1125
Previous Wall_Arr[38][2] Position ; X = 608 ; Y = 32 ;       NEW ;  Wall_Arr[38][2] Position ; X = 3375 ; Y = -1035
Previous Wall_Arr[38][3] Position ; X = 608 ; Y = 48 ;       NEW ;  Wall_Arr[38][3] Position ; X = 3375 ; Y = -945
Previous Wall_Arr[38][4] Position ; X = 608 ; Y = 64 ;       NEW ;  Wall_Arr[38][4] Position ; X = 3375 ; Y = -855
Previous Wall_Arr[38][5] Position ; X = 608 ; Y = 80 ;       NEW ;  Wall_Arr[38][5] Position ; X = 3375 ; Y = -765
Previous Wall_Arr[38][6] Position ; X = 608 ; Y = 96 ;       NEW ;  Wall_Arr[38][6] Position ; X = 3375 ; Y = -675
Previous Wall_Arr[38][7] Position ; X = 608 ; Y = 112 ;       NEW ;  Wall_Arr[38][7] Position ; X = 3375 ; Y = -585
Previous Wall_Arr[38][8] Position ; X = 608 ; Y = 128 ;       NEW ;  Wall_Arr[38][8] Position ; X = 3375 ; Y = -495
Previous Wall_Arr[38][9] Position ; X = 608 ; Y = 144 ;       NEW ;  Wall_Arr[38][9] Position ; X = 3375 ; Y = -405
Previous Wall_Arr[38][10] Position ; X = 608 ; Y = 160 ;       NEW ;  Wall_Arr[38][10] Position ; X = 3375 ; Y = -315
Previous Wall_Arr[38][11] Position ; X = 608 ; Y = 176 ;       NEW ;  Wall_Arr[38][11] Position ; X = 3375 ; Y = -225
Previous Wall_Arr[38][12] Position ; X = 608 ; Y = 192 ;       NEW ;  Wall_Arr[38][12] Position ; X = 3375 ; Y = -135
Previous Wall_Arr[38][13] Position ; X = 608 ; Y = 208 ;       NEW ;  Wall_Arr[38][13] Position ; X = 3375 ; Y = -45
Previous Wall_Arr[38][14] Position ; X = 608 ; Y = 224 ;       NEW ;  Wall_Arr[38][14] Position ; X = 3375 ; Y = 45
Previous Wall_Arr[38][15] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][15] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][16] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][16] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][17] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][17] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][18] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][18] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][19] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][19] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][20] Position ; X = -200 ; Y = 0 ;       NEW ;  Wall_Arr[38][20] Position ; X = -10000 ; Y = 0
Previous Wall_Arr[38][21] Position ; X = 608 ; Y = 336 ;       NEW ;  Wall_Arr[38][21] Position ; X = 3375 ; Y = 675
Previous Wall_Arr[39][0] Position ; X = 624 ; Y = 0 ;       NEW ;  Wall_Arr[39][0] Position ; X = 3465 ; Y = -1215
Previous Wall_Arr[39][1] Position ; X = 624 ; Y = 16 ;       NEW ;  Wall_Arr[39][1] Position ; X = 3465 ; Y = -1125
Previous Wall_Arr[39][2] Position ; X = 624 ; Y = 32 ;       NEW ;  Wall_Arr[39][2] Position ; X = 3465 ; Y = -1035
Previous Wall_Arr[39][3] Position ; X = 624 ; Y = 48 ;       NEW ;  Wall_Arr[39][3] Position ; X = 3465 ; Y = -945
Previous Wall_Arr[39][4] Position ; X = 624 ; Y = 64 ;       NEW ;  Wall_Arr[39][4] Position ; X = 3465 ; Y = -855
Previous Wall_Arr[39][5] Position ; X = 624 ; Y = 80 ;       NEW ;  Wall_Arr[39][5] Position ; X = 3465 ; Y = -765
Previous Wall_Arr[39][6] Position ; X = 624 ; Y = 96 ;       NEW ;  Wall_Arr[39][6] Position ; X = 3465 ; Y = -675
